institution_id,name,survey_year,designation,sanctioned_strength,in_position_direct,in_position_cas,no_of_phd_teachers
90,"Maharishi University of Management and Technology, Bilaspur",2015,Vice-Chancellor,1,1,0,1
90,"Maharishi University of Management and Technology, Bilaspur",2015,Director,1,1,0,0
90,"Maharishi University of Management and Technology, Bilaspur",2015,Assistant Professor,4,4,0,1
90,"Maharishi University of Management and Technology, Bilaspur",2015,Principal,1,1,0,0
90,"Maharishi University of Management and Technology, Bilaspur",2015,Part-Time Teacher,1,1,0,0
90,"Maharishi University of Management and Technology, Bilaspur",2015,Lecturer,7,7,0,0
90,"Maharishi University of Management and Technology, Bilaspur",2015,ALL,15,15,0,2
226,"Kannada University, Hampi, Kamalapura",2015,Vice-Chancellor,NA,1,0,1
226,"Kannada University, Hampi, Kamalapura",2015,Professor & Equivalent,NA,2,39,41
226,"Kannada University, Hampi, Kamalapura",2015,Temporary Teacher,NA,14,0,8
226,"Kannada University, Hampi, Kamalapura",2015,Assistant Professor,NA,6,0,6
226,"Kannada University, Hampi, Kamalapura",2015,Associate Professor,NA,0,8,8
226,"Kannada University, Hampi, Kamalapura",2015,ALL,73,23,47,64
489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",2015,Vice-Chancellor,NA,1,0,1
489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",2015,Pro-Vice-Chancellor,NA,1,0,1
489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",2015,Director,NA,3,0,3
489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",2015,Assistant Professor,NA,220,0,6
489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",2015,Professor & Equivalent,NA,38,0,30
489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",2015,Associate Professor,NA,62,16,35
489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",2015,ALL,0,325,16,76
481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",2015,Vice-Chancellor,NA,1,0,NA
481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",2015,Director,NA,1,0,NA
481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",2015,Professor & Equivalent,NA,5,0,NA
481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",2015,Associate Professor,NA,6,0,NA
481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",2015,Assistant Professor,NA,6,0,NA
481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",2015,Tutor,NA,2,0,NA
481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",2015,ALL,0,21,0,0
364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",2015,Vice-Chancellor,1,1,0,NA
364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",2015,Professor & Equivalent,7,2,9,NA
364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",2015,Reader,12,1,0,NA
364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",2015,Contract Teacher,NA,2,0,NA
364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",2015,Lecturer,19,7,0,NA
364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",2015,Part-Time Teacher,NA,8,0,NA
364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",2015,ALL,39,21,9,29
644,MONAD UNIVERSITY,2015,Assistant Professor,93,93,0,11
644,MONAD UNIVERSITY,2015,Associate Professor,16,16,0,12
644,MONAD UNIVERSITY,2015,Professor & Equivalent,5,5,0,4
644,MONAD UNIVERSITY,2015,ALL,114,114,0,27
447,"Bharathiar University, Coimbatore",2015,Vice-Chancellor,NA,1,0,1
447,"Bharathiar University, Coimbatore",2015,Professor & Equivalent,NA,21,40,55
447,"Bharathiar University, Coimbatore",2015,Assistant Professor,NA,97,0,91
447,"Bharathiar University, Coimbatore",2015,Associate Professor,NA,13,13,26
447,"Bharathiar University, Coimbatore",2015,Contract Teacher,NA,6,0,6
447,"Bharathiar University, Coimbatore",2015,ALL,222,138,53,179
479,"St. Peter's Institute of Higher Education and Research, Chennai",2015,Vice-Chancellor,NA,1,0,1
479,"St. Peter's Institute of Higher Education and Research, Chennai",2015,Director,NA,1,0,1
479,"St. Peter's Institute of Higher Education and Research, Chennai",2015,Professor & Equivalent,NA,36,0,36
479,"St. Peter's Institute of Higher Education and Research, Chennai",2015,Associate Professor,NA,26,0,0
479,"St. Peter's Institute of Higher Education and Research, Chennai",2015,Assistant Professor,NA,87,0,0
479,"St. Peter's Institute of Higher Education and Research, Chennai",2015,Visiting Teacher,NA,8,0,5
479,"St. Peter's Institute of Higher Education and Research, Chennai",2015,ALL,0,159,0,43
559,"Himgiri Zee University, Dehradun",2015,Vice-Chancellor,NA,1,0,1
559,"Himgiri Zee University, Dehradun",2015,Assistant Professor,NA,37,0,1
559,"Himgiri Zee University, Dehradun",2015,Tutor,NA,6,0,0
559,"Himgiri Zee University, Dehradun",2015,Professor & Equivalent,NA,2,0,1
559,"Himgiri Zee University, Dehradun",2015,Associate Professor,NA,5,0,4
559,"Himgiri Zee University, Dehradun",2015,Demonstrator,NA,2,0,0
559,"Himgiri Zee University, Dehradun",2015,ALL,0,53,0,7
70,"Maulana Mazharul Haque Arabic & Persian University, Patna",2015,Vice-Chancellor,NA,1,0,1
70,"Maulana Mazharul Haque Arabic & Persian University, Patna",2015,Pro-Vice-Chancellor,NA,1,0,1
70,"Maulana Mazharul Haque Arabic & Persian University, Patna",2015,Contract Teacher,NA,2801,0,NA
70,"Maulana Mazharul Haque Arabic & Persian University, Patna",2015,Assistant Professor,NA,1,0,1
70,"Maulana Mazharul Haque Arabic & Persian University, Patna",2015,Visiting Teacher,NA,199,0,NA
70,"Maulana Mazharul Haque Arabic & Persian University, Patna",2015,ALL,0,3003,0,3
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Vice-Chancellor,NA,0,1,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Pro-Vice-Chancellor,NA,0,2,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Director,NA,0,12,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Professor & Equivalent,NA,0,56,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Associate Professor,NA,0,70,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Assistant Professor,NA,0,287,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Tutor,NA,11,0,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Lecturer (Selection Grade),NA,0,1,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Temporary Teacher,NA,27,1,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,Lecturer,NA,0,3,NA
536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",2015,ALL,0,38,433,0
263,"National Institute of Technology, Calicut",2015,Professor & Equivalent,NA,23,24,47
263,"National Institute of Technology, Calicut",2015,Assistant Professor,NA,95,0,59
263,"National Institute of Technology, Calicut",2015,ALL,0,169,24,150
263,"National Institute of Technology, Calicut",2015,Associate Professor,NA,50,0,43
263,"National Institute of Technology, Calicut",2015,Director,NA,1,0,1
124,Maharaja Krishnakumarsinhji Bhavnagar University,2015,Associate Professor,24,8,8,15
239,"NITTE Unversity, Mangalore",2015,Vice-Chancellor,NA,1,0,NA
239,"NITTE Unversity, Mangalore",2015,Reader,NA,26,0,NA
239,"NITTE Unversity, Mangalore",2015,Lecturer,NA,97,0,NA
239,"NITTE Unversity, Mangalore",2015,Tutor,NA,54,0,NA
239,"NITTE Unversity, Mangalore",2015,Professor & Equivalent,NA,107,0,NA
239,"NITTE Unversity, Mangalore",2015,Associate Professor,NA,40,0,NA
239,"NITTE Unversity, Mangalore",2015,Assistant Professor,NA,110,0,NA
239,"NITTE Unversity, Mangalore",2015,Lecturer (Senior Scale),NA,1,0,NA
239,"NITTE Unversity, Mangalore",2015,ALL,0,436,0,0
111,"National Law University, Delhi",2015,Vice-Chancellor,NA,1,0,NA
111,"National Law University, Delhi",2015,Professor & Equivalent,NA,5,0,NA
111,"National Law University, Delhi",2015,Associate Professor,NA,9,0,NA
111,"National Law University, Delhi",2015,Assistant Professor,NA,20,0,NA
111,"National Law University, Delhi",2015,ALL,0,35,0,0
468,"Noorul Islam Centre for Higher Education, Kanyakumari",2015,Vice-Chancellor,NA,1,0,1
468,"Noorul Islam Centre for Higher Education, Kanyakumari",2015,Pro-Vice-Chancellor,NA,1,0,1
468,"Noorul Islam Centre for Higher Education, Kanyakumari",2015,Professor & Equivalent,NA,39,0,34
468,"Noorul Islam Centre for Higher Education, Kanyakumari",2015,Assistant Professor,NA,160,0,44
468,"Noorul Islam Centre for Higher Education, Kanyakumari",2015,Associate Professor,NA,45,0,23
468,"Noorul Islam Centre for Higher Education, Kanyakumari",2015,ALL,0,246,0,103
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,Associate Professor,18,18,0,13
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,Assistant Professor,18,18,0,11
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,Lecturer (Senior Scale),2,2,0,0
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,Professor & Equivalent,39,39,0,38
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,Lecturer,1,1,0,0
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,Vice-Chancellor,1,1,0,1
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,Lecturer (Selection Grade),0,0,0,0
715,"XAVIER UNIVERSITY, BHUBANESWAR",2015,ALL,79,79,0,63
771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",2015,Lecturer,NA,8,0,0
771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",2015,ALL,15,23,0,14
771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",2015,Professor & Equivalent,NA,1,0,1
771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",2015,Visiting Teacher,NA,2,0,1
771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",2015,Assistant Professor,NA,9,0,9
771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",2015,Vice-Chancellor,NA,1,0,1
771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",2015,Associate Professor,NA,2,0,2
693,"SANGAM UNIVERSITY, BHILWARA",2015,Vice-Chancellor,1,1,0,1
693,"SANGAM UNIVERSITY, BHILWARA",2015,Professor & Equivalent,5,5,0,5
693,"SANGAM UNIVERSITY, BHILWARA",2015,Associate Professor,5,5,0,5
693,"SANGAM UNIVERSITY, BHILWARA",2015,Assistant Professor,45,45,0,0
693,"SANGAM UNIVERSITY, BHILWARA",2015,ALL,56,56,0,11
483,"Tamil Nadu Teacher Education University, Chennai",2015,Professor & Equivalent,NA,8,0,NA
483,"Tamil Nadu Teacher Education University, Chennai",2015,Associate Professor,NA,4,0,NA
483,"Tamil Nadu Teacher Education University, Chennai",2015,Assistant Professor,NA,4,0,NA
483,"Tamil Nadu Teacher Education University, Chennai",2015,ALL,0,16,0,0
424,"Shridhar University, Pilani",2015,Vice-Chancellor,NA,1,0,1
424,"Shridhar University, Pilani",2015,Assistant Professor,NA,30,0,3
424,"Shridhar University, Pilani",2015,Lecturer,NA,9,0,0
424,"Shridhar University, Pilani",2015,Associate Professor,NA,2,0,1
424,"Shridhar University, Pilani",2015,ALL,0,42,0,5
506,"Choudhary Charan Singh University, Meerut",2015,Vice-Chancellor,NA,1,0,NA
506,"Choudhary Charan Singh University, Meerut",2015,Director,NA,2,0,NA
506,"Choudhary Charan Singh University, Meerut",2015,Lecturer,NA,77,0,NA
506,"Choudhary Charan Singh University, Meerut",2015,Professor & Equivalent,NA,8,16,NA
506,"Choudhary Charan Singh University, Meerut",2015,Associate Professor,NA,4,8,NA
506,"Choudhary Charan Singh University, Meerut",2015,Assistant Professor,NA,19,0,NA
506,"Choudhary Charan Singh University, Meerut",2015,Contract Teacher,NA,38,0,NA
506,"Choudhary Charan Singh University, Meerut",2015,Visiting Teacher,NA,12,0,NA
506,"Choudhary Charan Singh University, Meerut",2015,Reader,NA,1,1,NA
506,"Choudhary Charan Singh University, Meerut",2015,ALL,0,162,25,0
213,Alliance University. Bangalore,2015,Vice-Chancellor,1,1,0,1
213,Alliance University. Bangalore,2015,Professor & Equivalent,35,35,0,10
213,Alliance University. Bangalore,2015,Associate Professor,45,45,0,3
213,Alliance University. Bangalore,2015,Assistant Professor,64,64,0,4
213,Alliance University. Bangalore,2015,Visiting Teacher,5,5,0,0
213,Alliance University. Bangalore,2015,ALL,150,150,0,18
622,National Institute of Technology Delhi,2015,Director,1,1,0,1
622,National Institute of Technology Delhi,2015,Assistant Professor,29,16,0,16
622,National Institute of Technology Delhi,2015,Contract Teacher,NA,23,0,5
622,National Institute of Technology Delhi,2015,ALL,30,40,0,22
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,Vice-Chancellor,NA,1,0,NA
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,Pro-Vice-Chancellor,NA,1,0,NA
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,Principal,NA,1,0,NA
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,Assistant Professor,NA,7,0,NA
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,Associate Professor,NA,12,2,NA
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,Professor & Equivalent,NA,4,8,NA
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,Director,NA,2,0,NA
67,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",2015,ALL,0,28,10,0
599,"Sri Sai University, Palampur",2015,Assistant Professor,NA,67,0,NA
599,"Sri Sai University, Palampur",2015,Lecturer (Selection Grade),NA,21,0,NA
599,"Sri Sai University, Palampur",2015,Professor & Equivalent,NA,6,0,NA
599,"Sri Sai University, Palampur",2015,Associate Professor,NA,3,0,NA
599,"Sri Sai University, Palampur",2015,Pro-Vice-Chancellor,NA,1,0,NA
599,"Sri Sai University, Palampur",2015,Demonstrator,NA,1,0,NA
599,"Sri Sai University, Palampur",2015,Vice-Chancellor,NA,1,0,NA
599,"Sri Sai University, Palampur",2015,ALL,0,100,0,0
495,"Tripura University, Agartala",2015,Assistant Professor,NA,97,0,65
495,"Tripura University, Agartala",2015,Professor & Equivalent,NA,4,22,26
495,"Tripura University, Agartala",2015,Associate Professor,NA,14,7,20
495,"Tripura University, Agartala",2015,Contract Teacher,NA,12,0,0
495,"Tripura University, Agartala",2015,Vice-Chancellor,NA,1,0,1
495,"Tripura University, Agartala",2015,ALL,0,128,29,112
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Director,3,3,0,3
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Assistant Professor,400,385,0,25
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Visiting Teacher,6,6,0,6
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Principal,9,9,0,9
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Associate Professor,95,71,0,26
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Professor & Equivalent,26,17,0,12
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Tutor,33,33,0,0
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Part-Time Teacher,35,34,0,12
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,Lecturer,75,67,0,12
141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",2015,ALL,682,625,0,105
245,"University of Horticultural Sciences, Bagalkot",2015,Professor & Equivalent,NA,18,41,NA
245,"University of Horticultural Sciences, Bagalkot",2015,Associate Professor,NA,9,16,NA
245,"University of Horticultural Sciences, Bagalkot",2015,Assistant Professor,NA,221,0,NA
245,"University of Horticultural Sciences, Bagalkot",2015,ALL,0,248,57,181
543,"Swami Vivekananda Subharti University, Meerut",2015,Vice-Chancellor,NA,1,0,0
543,"Swami Vivekananda Subharti University, Meerut",2015,Principal,NA,14,0,10
543,"Swami Vivekananda Subharti University, Meerut",2015,Associate Professor,NA,81,0,5
543,"Swami Vivekananda Subharti University, Meerut",2015,Assistant Professor,NA,267,0,6
543,"Swami Vivekananda Subharti University, Meerut",2015,Professor & Equivalent,NA,86,0,12
543,"Swami Vivekananda Subharti University, Meerut",2015,Tutor,NA,145,0,0
543,"Swami Vivekananda Subharti University, Meerut",2015,Lecturer (Senior Scale),NA,54,0,1
543,"Swami Vivekananda Subharti University, Meerut",2015,Demonstrator,NA,229,0,0
543,"Swami Vivekananda Subharti University, Meerut",2015,Lecturer,NA,30,0,0
543,"Swami Vivekananda Subharti University, Meerut",2015,ALL,0,907,0,34
84,"Dr. C. V. Raman University, Kota Bilaspur",2015,Vice-Chancellor,NA,1,0,1
84,"Dr. C. V. Raman University, Kota Bilaspur",2015,Assistant Professor,NA,155,0,9
84,"Dr. C. V. Raman University, Kota Bilaspur",2015,Professor & Equivalent,NA,9,0,9
84,"Dr. C. V. Raman University, Kota Bilaspur",2015,Associate Professor,NA,10,0,10
84,"Dr. C. V. Raman University, Kota Bilaspur",2015,ALL,0,175,0,29
209,"Ranchi University, Ranchi",2015,Professor & Equivalent,NA,41,0,41
209,"Ranchi University, Ranchi",2015,Associate Professor,NA,73,0,73
209,"Ranchi University, Ranchi",2015,Assistant Professor,NA,30,0,27
209,"Ranchi University, Ranchi",2015,ALL,0,144,0,141
448,"Bharathidasan University, Tiruchirappalli",2015,Vice-Chancellor,NA,1,0,1
448,"Bharathidasan University, Tiruchirappalli",2015,Professor & Equivalent,NA,21,36,57
448,"Bharathidasan University, Tiruchirappalli",2015,Associate Professor,NA,11,1,10
448,"Bharathidasan University, Tiruchirappalli",2015,Assistant Professor,NA,88,5,88
448,"Bharathidasan University, Tiruchirappalli",2015,ALL,0,121,42,156
508,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur",2015,Associate Professor,78,17,69,85
508,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur",2015,Assistant Professor,256,4,0,4
508,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur",2015,ALL,369,25,141,165
508,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur",2015,Lecturer (Senior Scale),0,0,13,13
508,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur",2015,Professor & Equivalent,35,4,59,63
52,"Gauhati University, Guwahati",2015,Principal,NA,1,0,1
52,"Gauhati University, Guwahati",2015,Part-Time Teacher,NA,4,0,0
52,"Gauhati University, Guwahati",2015,ALL,0,223,132,278
52,"Gauhati University, Guwahati",2015,Contract Teacher,NA,23,0,3
52,"Gauhati University, Guwahati",2015,Lecturer (Selection Grade),NA,2,0,2
52,"Gauhati University, Guwahati",2015,Associate Professor,NA,29,34,61
52,"Gauhati University, Guwahati",2015,Professor & Equivalent,NA,29,98,127
52,"Gauhati University, Guwahati",2015,Vice-Chancellor,NA,1,0,1
52,"Gauhati University, Guwahati",2015,Assistant Professor,NA,134,0,83
785,PANDIT DEENDAYAL UPADHYAYA SHEKHAWATI UNIVERSITY,2015,Vice-Chancellor,NA,2,0,NA
785,PANDIT DEENDAYAL UPADHYAYA SHEKHAWATI UNIVERSITY,2015,ALL,0,2,0,0
88,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",2015,Vice-Chancellor,1,1,0,1
88,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",2015,Professor & Equivalent,5,1,9,9
88,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",2015,Associate Professor,18,3,8,8
88,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",2015,Visiting Teacher,0,12,0,8
88,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",2015,Assistant Professor,44,15,0,8
88,"Indira Kala Sangit Vishwavidyalaya, Khairagarh",2015,Demonstrator,1,1,0,1
